id,section,title,value,unit,value_raw,fact_class,source_org,source_date,document,page,pdf_page,chapter,details,source_url,accessed
SJEV-IND-008,india_data,India logistics cost as share of GDP,7.97,percent of GDP (vs 5% NLP target),7.97% vs 5% target,FACT,DPIIT-commissioned study / PIB,2025-11-27 (study 2023-24),SANJEEVANI_SAP_Hackfest_2026_Unified_Dossier.pdf,24,30,Ch.9.1; source index #23,"India's logistics cost stands at 7.97% of GDP against a national policy target of 5%, so resilience ROI reads directly against a national priority.",,
SJEV-IND-009,india_data,The 1% problem: pharma share of India's cold warehousing space,1,percent (about),about one percent,FACT,Cold Chain Report,2021,SANJEEVANI_SAP_Hackfest_2026_Unified_Dossier.pdf,23,29,Ch.9,"Pharma occupies only about one percent of India's cold warehousing space even though pharmaceuticals are among the highest value-per-cubic-meter cargo in the country. One-line version: India's most valuable cargo occupies the least cold infrastructure, so each autonomous recovery decision protects more value here than anywhere else.",,
SJEV-IND-010,india_data,Cold storage capacity growth vs requirement,2.2% CAGR; ~104 Mt required vs 37 Mt in place,million tonnes,2.2%; 104 vs 37,FACT,National assessments (dossier),,SANJEEVANI_SAP_Hackfest_2026_Unified_Dossier.pdf,23,29,Ch.9,National assessments report cold storage capacity growing at barely a 2.2 percent compound rate against a requirement estimated near 104 million tonnes versus 37 million in place.,,
SJEV-IND-011,india_data,NCCD infrastructure gaps,"3.2 Mt storage; 69,000+ pack houses; 50,000+ reefer vehicles",,"3.2 million tonnes; more than 69,000; over 50,000",FACT,National Centre for Cold-chain Development,,SANJEEVANI_SAP_Hackfest_2026_Unified_Dossier.pdf,23,29,Ch.9,"NCCD flagging gaps of 3.2 million tonnes of storage, more than 69,000 pack houses and over 50,000 refrigerated vehicles.",,
SJEV-IND-012,india_data,eVIN digitization scale,"733 districts; 36 states & UTs; 29,000+ storage centres",,"733; 36; 29,000+",FACT,UNDP India,,SANJEEVANI_SAP_Hackfest_2026_Unified_Dossier.pdf,23,29,Ch.9; source index entry context,"eVIN - the Electronic Vaccine Intelligence Network built with UNDP - digitized vaccine stocks, flows and storage temperatures across all 733 districts, 36 states and union territories and more than 29,000 storage centres.",,
SJEV-IND-013,india_data,eVIN return on investment,~52 paise saved per rupee invested,INR,52 paise per rupee,FACT,PLOS ONE evaluation; UNDP India 2021 cost study (PMC),2021,SANJEEVANI_SAP_Hackfest_2026_Unified_Dossier.pdf,23,29,Ch.9; references,An evaluation in PLOS ONE and a 2021 cost study found every rupee invested returning about 52 paise in saved traditional-vaccine value through better stock management.,,
SJEV-IND-019,india_data,SOM bottom-up sizing,"~1,300 mid-size exporters; initial serviceable target a few hundred",,"about 1,300",INFERENCE,Dossier team analysis,,SANJEEVANI_SAP_Hackfest_2026_Unified_Dossier.pdf,62,68,Q&A #9,"We size our SOM bottom-up: about 1,300 mid-size Indian pharma and specialty exporters, initial serviceable target a few hundred.",,
SJEV-IND-023,india_data,India wider cold-chain market in rupee terms,2535,"INR billion (2025, wider cold-chain market)","2,535 billion rupees (2025); pharma cold chain ~620 billion rupees within it",FACT,Analyst estimates cited in dossier,2025,SANJEEVANI_SAP_Hackfest_2026_Unified_Dossier.pdf,23,29,Ch.9,"With some analysts putting the wider India market at 2,535 billion rupees in 2025 and pharma cold chain at about 620 billion rupees within it (same passage as the $16.4bn -> $31.4bn forecast, 11.5% CAGR).",,
SJEV-WEB-FRT-001,web_freight_indices,Drewry World Container Index - current reading,5937,USD per 40ft container,"$5,937/40ft, +1% w/w",FACT,Drewry (via freightender.com),week to 2026-09-10,"Web research (z-ai web_search, verified 2026-09-16)",,,,"Drewry's World Container Index (WCI) inched up 1% to $5,937 per 40ft container in the latest reading archived by the search snapshot (Sept 2026). The WCI is updated weekly and is a benchmark for container freight rates.",https://www.freightender.com,2026-09-16
SJEV-WEB-FRT-002,web_freight_indices,Drewry WCI alternative recent reading,4526,USD per 40ft container,"$4,526/40ft, +4% w/w",FACT,MTS Insights,2026 (recent weeks),"Web research (z-ai web_search, verified 2026-09-16)",,,,"Drewry World Container Index increased 4% to $4,526 per 40ft container driven by higher rates, per MTS Insights' syndication of the weekly index.",https://www.mtsinsights.com,2026-09-16
SJEV-WEB-FRT-003,web_freight_indices,Drewry WCI March 2026,2279,USD per 40ft container,"$2,279/40ft, +5% w/w",FACT,Safety4Sea,2026-03-27,"Web research (z-ai web_search, verified 2026-09-16)",,,,"Drewry WCI rose by 5% to $2,279 per 40ft container, marking the fourth consecutive week of increases (late March 2026).",https://safety4sea.com,2026-09-16
SJEV-WEB-FRT-004,web_freight_indices,Drewry WCI January 2026,2445,USD per 40ft container,"$2,445/40ft, -4% w/w",FACT,AJOT,2026-01-15,"Web research (z-ai web_search, verified 2026-09-16)",,,,"Drewry WCI decreased 4% to $2,445 per 40ft container, mainly due to drops on Transpacific and Asia-Europe lanes (mid-January 2026).",https://www.ajot.com,2026-09-16
SJEV-WEB-FRT-005,web_freight_indices,Drewry Intra-Asia Container Index,1323,USD per 40ft container,"$1,323/40ft, +1% w/w",FACT,Drewry,2026-09-10,"Web research (z-ai web_search, verified 2026-09-16)",,,,"Drewry's Intra-Asia Container Index (IACI) edged up 1% to $1,323 per 40ft container (10 Sep 2026).",https://www.drewry.co.uk,2026-09-16
SJEV-WEB-FRT-006,web_freight_indices,China Containerized Freight Index,3662.18,index points,"3,662.18 pts (2026-09-15); all-time high 5,109.60",FACT,Trading Economics (SSE data),2026-09-15,"Web research (z-ai web_search, verified 2026-09-16)",,,,"China Containerized Freight Index traded flat at 3,662.18 points on September 15, 2026; historically the index reached an all-time high of 5,109.60.",https://tradingeconomics.com,2026-09-16
SJEV-WEB-FRT-007,web_freight_indices,Freightos Baltic Index definition,,,daily FBX; 12 tradelanes; 40ft spot,FACT,Baltic Exchange / Freightos,,"Web research (z-ai web_search, verified 2026-09-16)",,,,"The daily FBX Container Index, in partnership with Freightos, reflects spot rates for 40-foot containers on 12 tradelanes; issued by the Baltic Exchange and Freightos (Wikipedia). FBX22 measures North Europe to North America East Coast 40' prices (freightos.com).",https://www.balticexchange.com,2026-09-16
SJEV-WEB-TRF-001,web_tariffs_trade,India pharma exempt from US 50% tariffs,,,50% tariff on other Indian imports; pharma exempt,FACT,C&EN (acs.org); ICICI Direct,2025-08-07,"Web research (z-ai web_search, verified 2026-09-16)",,,,"Pharmaceuticals, India's largest export to the US, were exempt from the 50% tariffs imposed by the US administration; ICICI Direct notes the US continues to exempt Indian pharma from the immediate tariff hike despite 50% on other imports.",https://cen.acs.org,2026-09-16
SJEV-WEB-TRF-002,web_tariffs_trade,US 100% tariff on patented pharmaceuticals,,,100% tariff on patented pharma (2026-04-02); White House text cites 10% step then reduction provisions,FACT,The White House (Proclamation); India Briefing,2026-04-02,"Web research (z-ai web_search, verified 2026-09-16)",,,,"The US imposes a 100% tariff on patented pharma products per the White House announcement of April 2, 2026; generic medicines and biosimilars are treated separately (India Briefing, Apr 3 2026). The White House proclamation text states 'The tariff rate on patented pharmaceuticals and associated pharmaceutical ingredients shall be 10 percent and then reduce to zero' (verbatim from search snippet).",https://www.whitehouse.gov,2026-09-16
SJEV-WEB-TRF-003,web_tariffs_trade,US generic drug tariff schedule,,,duty-free 2 yrs from Aug 1 2026; 100% from Aug 2028; 200% from Aug 2029,FACT,Clinical Leader (July update),2026-07,"Web research (z-ai web_search, verified 2026-09-16)",,,,"Imported generic drugs will remain duty-free for two years from August 1, 2026, then face a 100% tariff from August 2028 and 200% from August 2029.",https://www.clinicalleader.com,2026-09-16
SJEV-WEB-TRF-004,web_tariffs_trade,Pharma tariff negotiation window,,,Jul 31 2026 deadline; 100% -> 20% possible,FACT,Pharmaceutical Executive,2026-06-30,"Web research (z-ai web_search, verified 2026-09-16)",,,,"100% tariffs target branded pharma imports, with a July 31, 2026 window to negotiate onshoring agreements that could reduce the rate to 20%.",https://www.pharmexec.com,2026-09-16
SJEV-WEB-TRF-005,web_tariffs_trade,Allianz 'Trade war 3.0' tariff wall,,,Vietnam +8pps to 15%; 100% DST-linked tariff on EU,FACT,Allianz Research,2026-07-22,"Web research (z-ai web_search, verified 2026-09-16)",,,,Allianz 'Trade war 3.0' analysis: Vietnam faces the steepest tariff increase (+8pps to 15%); a 100% DST-linked tariff looms on the EU; Chinese rerouting through Asian supply chains.,https://www.allianz.com,2026-09-16
SJEV-WEB-TRF-006,web_tariffs_trade,Yale Budget Lab tariff macro impact,-0.4,percentage points of US real GDP growth (2026),-0.4 pp in 2026,FACT,Yale Budget Lab,2026-01-19,"Web research (z-ai web_search, verified 2026-09-16)",,,,Tariffs slow US real GDP growth by 0.4 percentage points in 2026; all tariffs including proposed Greenland tariffs considered; 0-15% rates for EU/Japan via deals.,https://budgetlab.yale.edu,2026-09-16
SJEV-WEB-TRF-008,web_tariffs_trade,Dimerco US tariff update 2026,,,China cuts on 935 items; 22.4% of US imports tariffed; Vietnam cash deposits 94.41%/130.58%,FACT,Dimerco Express,2026,"Web research (z-ai web_search, verified 2026-09-16)",,,,China announced tariff reductions on 935 items; 22.4% of US imports remain subject to tariffs; Vietnamese goods face antidumping cash deposit rates of 94.41% and 130.58%.,https://dimerco.com,2026-09-16
SJEV-WEB-PRT-001,web_port_congestion,Port congestion at four-year high,,,Singapore 2-day vessel wait; 3-day outbound dwell,FACT,The Loadstar (GoComet data),2026-06-30,"Web research (z-ai web_search, verified 2026-09-16)",,,,Rate rises loom as port congestion hits a four-year high; GoComet shows ships waiting two days in Singapore with a three-day dwell time for outbound containers.,https://theloadstar.com,2026-09-16
SJEV-WEB-PRT-002,web_port_congestion,Rotterdam vessel waiting time,1.55,days (7-day average vessel waiting),1.55 days; high winds,FACT,Kuehne+Nagel port updates,2026-03-13,"Web research (z-ai web_search, verified 2026-09-16)",,,,Rotterdam: the 7-day average vessel waiting time is around 1.55 days; the port is currently impacted by high winds; ECT yard utilisation elevated.,https://mykn.kuehne-nagel.com,2026-09-16
SJEV-WEB-PRT-003,web_port_congestion,Singapore weekly congestion briefing,1.29,days average wait,1.29-day avg wait; yard 80-85%,FACT,Tradlinx port briefing,2026-03-16,"Web research (z-ai web_search, verified 2026-09-16)",,,,Singapore 1.29-day average vessel wait; terminals remain busy; yard utilisation around 80-85%; 1.93-day average wait at another monitored port with 1-2 day berthing congestion.,https://blogs.tradlinx.com,2026-09-16
SJEV-WEB-PRT-005,web_port_congestion,Reefer/DG restrictions at DPW terminal,,,4-hour vessel wait; reefer/DG restrictions,FACT,Hillebrand Gori port updates,2026 (current),"Web research (z-ai web_search, verified 2026-09-16)",,,,"Vessel wait time of 4 hours with port congestion at DPW Terminal; restrictions on reefer, DG and special containers applied across the industry - directly relevant to pharma reefer planning.",https://www.hillebrandgori.com,2026-09-16
SJEV-WEB-CCM-001,web_coldchain_markets,Global cold chain logistics market (Mordor),383.46,USD billion (2026),$383.46bn 2026 -> $515.79bn 2031 @6.12% CAGR,FACT,Mordor Intelligence,2026-06-19,"Web research (z-ai web_search, verified 2026-09-16)",,,,"Cold chain logistics market worth USD 383.46 billion in 2026, growing at 6.12% CAGR to USD 515.79 billion by 2031.",https://www.mordorintelligence.com,2026-09-16
SJEV-WEB-CCM-002,web_coldchain_markets,Global cold chain logistics market (Fortune BI),402.32,USD billion (2026),"$360.81bn 2025 -> $402.32bn 2026 -> $1,159.45bn (projected)",FACT,Fortune Business Insights,2026-08-17,"Web research (z-ai web_search, verified 2026-09-16)",,,,"Global cold chain logistics market valued at $360.81 billion in 2025, projected to grow from $402.32 billion in 2026 to $1,159.45 billion (forecast horizon 2034).",https://www.fortunebusinessinsights.com,2026-09-16
SJEV-WEB-CCM-003,web_coldchain_markets,Global cold chain market (Precedence),479.54,USD billion (2026),"$479.54bn 2026 -> $1,580.92bn 2035",FACT,Precedence Research,2026,"Web research (z-ai web_search, verified 2026-09-16)",,,,"Cold chain market exhibited at USD 479.54 billion in 2026, projected to surpass USD 1,580.92 billion by 2035.",https://www.precedenceresearch.com,2026-09-16
SJEV-WEB-CCM-004,web_coldchain_markets,Pharmaceutical logistics market (Grand View),117.3,USD billion (2026),$108.1bn 2025 -> $117.3bn 2026 -> $208.3bn 2033,FACT,Grand View Research,2026,"Web research (z-ai web_search, verified 2026-09-16)",,,,"Global pharmaceutical logistics market valued at USD 108.1 billion in 2025, growing to USD 117.3 billion in 2026 and projected to USD 208.3 billion by 2033.",https://www.grandviewresearch.com,2026-09-16
SJEV-WEB-CCM-005,web_coldchain_markets,Pharmaceutical logistics market (TBRC),113.41,USD billion (2026),$113.41bn 2026 -> $156.08bn 2030 @8.3% CAGR,FACT,The Business Research Company,2026,"Web research (z-ai web_search, verified 2026-09-16)",,,,"Pharmaceutical logistics market stood at $113.41 billion in 2026, projected to reach $156.08 billion by 2030 at 8.3% CAGR.",https://www.thebusinessresearchcompany.com,2026-09-16
SJEV-WEB-CCM-006,web_coldchain_markets,Healthcare cold chain logistics (IMARC),18.7,USD billion (2025),$18.7bn 2025 -> $23.8bn 2034 @2.66% CAGR,FACT,IMARC Group,2026,"Web research (z-ai web_search, verified 2026-09-16)",,,,"Healthcare cold chain logistics market reached USD 18.7 billion in 2025, to reach USD 23.8 billion by 2034 at 2.66% CAGR (2026-2034).",https://www.imarcgroup.com,2026-09-16
SJEV-WEB-CCM-007,web_coldchain_markets,Healthcare cold chain logistics (GMI),55,USD billion (2023),$55bn 2023; >9% CAGR 2024-2032,FACT,GM Insights,2026,"Web research (z-ai web_search, verified 2026-09-16)",,,,"Healthcare cold chain logistics market valued at USD 55 billion in 2023, estimated to register CAGR over 9% between 2024 and 2032.",https://www.gminsights.com,2026-09-16
SJEV-WEB-CCM-008,web_coldchain_markets,Pharma cold chain logistics (DataM),22.75,USD billion (2025),$22.75bn 2025 -> $44.1bn 2033 @9.12% CAGR,FACT,DataM Intelligence,2026-08-13,"Web research (z-ai web_search, verified 2026-09-16)",,,,"Cold chain logistics market (pharma scope) reached US$ 22.75 billion in 2025, expected to grow to US$ 44.1 billion by 2033 at 9.12% CAGR.",https://www.datamintelligence.com,2026-09-16
SJEV-WEB-CCM-009,web_coldchain_markets,Cold chain monitoring market (GMI),8,USD billion (2026),$7.2bn 2025 -> $8bn 2026 -> $22.2bn 2035,FACT,GM Insights,2026,"Web research (z-ai web_search, verified 2026-09-16)",,,,"Global cold chain monitoring market valued at USD 7.2 billion in 2025, expanding from USD 8 billion in 2026 to USD 22.2 billion by 2035.",https://www.gminsights.com,2026-09-16
SJEV-WEB-CCM-010,web_coldchain_markets,Cold chain monitoring market (MarketsandMarkets),8.31,USD billion (2025),$8.31bn 2025 -> $15.04bn (projected),FACT,MarketsandMarkets,2026,"Web research (z-ai web_search, verified 2026-09-16)",,,,"Global cold chain monitoring market valued at USD 8.31 billion in 2025, projected to reach USD 15.04 billion; MarketResearchFuture estimates 9.01% CAGR 2025-2035.",https://www.marketsandmarkets.com,2026-09-16
SJEV-WEB-CCM-011,web_coldchain_markets,Pharma cold chain services market (Roots Analysis),6.9,USD billion (2026),$6.6bn 2025 -> $6.9bn 2026 -> $9.6bn 2035,FACT,Roots Analysis,2026,"Web research (z-ai web_search, verified 2026-09-16)",,,,"Global cold chain market for pharmaceuticals valued at USD 6.6 billion in 2025, projected to USD 6.9 billion in 2026 and USD 9.6 billion by 2035.",https://www.rootsanalysis.com,2026-09-16
SJEV-WEB-CCM-012,web_coldchain_markets,Pharma supply chain management market (TBRC),3.08,USD billion (2026),$3.08bn 2026 -> $4.22bn 2030 @8.1% CAGR,FACT,The Business Research Company,2026,"Web research (z-ai web_search, verified 2026-09-16)",,,,"Pharmaceutical supply chain management market reached $3.08 billion in 2026, expected to grow to $4.22 billion by 2030 at 8.1% CAGR.",https://www.thebusinessresearchcompany.com,2026-09-16
SJEV-WEB-CCM-013,web_coldchain_markets,Clinical trial supply and logistics market,5.56,USD billion (2026),TBRC $5.56bn 2026 -> $7.92bn 2030 @9.3%; GVR $4.3bn 2024 -> $4.9bn 2026 -> $6.7bn,FACT,TBRC; Grand View Research,2026,"Web research (z-ai web_search, verified 2026-09-16)",,,,"Clinical trial supply and logistics market valued at $5.56 billion in 2026, projected to $7.92 billion by 2030 at 9.3% CAGR (TBRC); Grand View: $4.3bn 2024, growing from $4.9bn 2026 to $6.7bn.",https://www.thebusinessresearchcompany.com,2026-09-16
SJEV-WEB-CCM-014,web_coldchain_markets,Global cold storage market,214.04,USD billion (2026),Precedence $214.04bn 2026 -> $462.63bn 2035; MRFR $204.4bn -> $501bn @10.5%; Mordor $166.16bn -> $208.75bn 2031 @4.67%; US $52.28bn @12.5% -> $105.98bn 2033,FACT,Precedence; MRFR; Mordor; Coherent,2026,"Web research (z-ai web_search, verified 2026-09-16)",,,,"Cold storage market estimates: Precedence USD 214.04bn 2026 -> 462.63bn 2035; MarketResearchFuture $204.4bn 2026 -> $501.0bn 2035 at 10.5% CAGR; Mordor $166.16bn 2026 -> $208.75bn 2031 at 4.67%; US cold storage $52.28bn 2026 at 12.5% CAGR to $105.98bn 2033 (Coherent). US 1H 2026 recorded negative net absorption (~56M cu ft move-outs vs 41M move-ins, Newmark Aug 2026).",https://www.precedenceresearch.com,2026-09-16
SJEV-WEB-CCM-015,web_coldchain_markets,Pharma cold chain growth increment (Technavio),16.76,USD billion increment 2025-2030,+$16.76bn 2025-2030 @10.4% CAGR,FACT,Technavio,2026,"Web research (z-ai web_search, verified 2026-09-16)",,,,Cold chain logistics for pharmaceuticals market to increase by USD 16.76 billion at 10.4% CAGR from 2025 to 2030.,https://www.technavio.com,2026-09-16
SJEV-WEB-CCM-016,web_coldchain_markets,SCM software market & SAP share,23.2,"USD billion (2025, IMARC scope)",IMARC $23.2bn 2025 @10.02% CAGR; TBRC $69.27bn 2026 -> $103.32bn 2030 @10.5% (broader scope); SAP SCM share 17.62% (6sense),FACT,IMARC; TBRC; 6sense,2026,"Web research (z-ai web_search, verified 2026-09-16)",,,,"Supply chain management software market: IMARC values it at USD 23.2 billion in 2025 growing at 10.02% CAGR (2026-2034); TBRC reports $69.27bn 2026 -> $103.32bn 2030 at 10.5% (broader scope) with SAP, Oracle among majors; 6sense puts SAP SCM market share at 17.62% across 169 competitor tools; top vendors 2026: SAP, Oracle, Kinaxis, o9.",https://www.imarcgroup.com,2026-09-16
SJEV-WEB-CCM-017,web_coldchain_markets,Supply chain visibility software market,3.5,"USD billion (2026, FMI)",FMI $3.10bn 2025 -> $3.50bn 2026; GMI $3.3bn 2025 @13.4% CAGR; BRI $3.08bn 2026 -> $25.47bn 2035; SCV-AI $7.08bn 2025 -> $8.36bn 2026 @18.1%,FACT,FMI; GMI; Business Research Insights,2026,"Web research (z-ai web_search, verified 2026-09-16)",,,,Supply chain visibility software market: Future Market Insights values it at USD 3.10 billion 2025 -> 3.50bn 2026 (Mar 23 2026); GM Insights $3.3bn 2025 at 13.4% CAGR 2026-2035; Business Research Insights $3.08bn 2026 -> $25.47bn 2035; visibility-AI segment $7.08bn 2025 -> $8.36bn 2026 at 18.1% CAGR; broader SCM market $32.9bn 2026 -> $72.82bn 2034 @10.4% (Fortune BI).,https://www.futuremarketinsights.com,2026-09-16
SJEV-WEB-EXC-001,web_pharma_losses,$35bn annual temperature-excursion losses (IQVIA),35,USD billion per year,$35bn/yr,FACT,"IQVIA Institute (via Tive, EROAD, Thermo Fisher Patheon)",2026-03-04,"Web research (z-ai web_search, verified 2026-09-16)",,,,IQVIA Institute research estimates roughly $35 billion USD is lost annually from temperature excursions in pharma (Tive); EROAD: failure to maintain cold chain costs the industry some $35 billion; Thermo Fisher's Patheon (Mar 4 2026): global cost of pharma cold chain failures estimated at $35 billion annually - independently confirms the dossier's $35bn figure.,https://www.tive.com,2026-09-16
SJEV-WEB-EXC-002,web_pharma_losses,Excursion cost estimate (Cargo Sense),15,USD billion per year (average),>$15bn/yr,FACT,Cargo Sense / Craig Montgomery (via Clinical Trials Arena),2017-03-03,"Web research (z-ai web_search, verified 2026-09-16)",,,,"Temperature excursions cost the pharmaceutical industry over $15 billion on average a year (Craig Montgomery, Cargo Sense, 2017) - earlier but consistent lower bound vs IQVIA's $35bn.",https://www.clinicaltrialsarena.com,2026-09-16
SJEV-WEB-EXC-003,web_pharma_losses,Vaccine wastage rates (UNICEF),,,"national wastage 10-60% (measles/MR, 2017)",FACT,UNICEF,2017 data,"Web research (z-ai web_search, verified 2026-09-16)",,,,UNICEF immunization supply chain documentation: national wastage rate for 2017 ranged from 10% to 60% for measles/measles-rubella vaccines - confirming the WHO/dossier 'up to 50% vaccine waste' band with primary data.,https://www.unicef.org,2026-09-16
SJEV-WEB-EXC-004,web_pharma_losses,Vaccine wastage study (overall rate),22.9,% overall wastage rate,22.9% wastage; wastage factor 1.4,FACT,Herald Open Access study,,"Web research (z-ai web_search, verified 2026-09-16)",,,,Public-programme study: overall vaccine wastage rate 22.9% with wastage factor 1.4; highest for BCG (Herald Open Access).,https://www.heraldopenaccess.us,2026-09-16
SJEV-WEB-EXC-005,web_pharma_losses,Rotavirus multidose wastage (Ghana),19,"% wastage (rotavirus, Ghana)",19%; cited 27x,FACT,Mvundura et al. 2023 (ScienceDirect),2023,"Web research (z-ai web_search, verified 2026-09-16)",,,,"Average wastage rate for rotavirus vaccine in Ghana (multidose presentation) was 19%, as remaining doses in open vials were discarded (Mvundura et al. 2023; 27 citations).",https://www.sciencedirect.com,2026-09-16
SJEV-WEB-EXC-006,web_pharma_losses,Zero-dose infants (WHO/UNICEF),14.3,million infants unvaccinated,14.3M; 4M more than 2024 target,FACT,"WHO/UNICEF database (via Qadeer et al. 2026, PMC)",2026,"Web research (z-ai web_search, verified 2026-09-16)",,,,"Currently 14.3 million infants are not vaccinated worldwide - 4 million more than the 2024 target (WHO/UNICEF database, per Qadeer et al. 2026 review).",https://pmc.ncbi.nlm.nih.gov,2026-09-16
SJEV-WEB-EXC-007,web_pharma_losses,Disruption cost benchmarks (2026),,,$184bn/yr global; 65% firms >=1 bottleneck; Coupa $16M/org/yr; $1.5M/day avg disruption ($0.61M manufacturing),FACT,Marsh; Coupa; industry studies,2026-01-27,"Web research (z-ai web_search, verified 2026-09-16)",,,,Marsh (Jan 27 2026): global supply chain disruptions cost businesses an estimated US$184 billion annually and 65% of companies face at least one bottleneck - independently confirms the dossier's headline $184bn (J.S. Held). Coupa 2026 research: direct procurement disruptions cost roughly $16M per organization per year; another study: average disruption $1.5M/day with $0.61M/day in manufacturing. Resilinc data: supply chain disruptions rose nearly 40% in 2024. Statista: SCM market ~$25bn 2024.,https://www.marsh.com,2026-09-16
SJEV-WEB-CMP-001,web_competitor_updates,project44 funding & valuation,,,$897.5M/10 rounds (Crunchbase) or $912M/8 rounds (Tracxn Aug 2026) or $818M (PitchBook); $2.7B valuation (Nov 2022); FY2024 SaaS+GAAP revenue growth >30% YoY,FACT,Crunchbase/EquityBee; Tracxn; PitchBook; EquityZen,2026-08-31,"Web research (z-ai web_search, verified 2026-09-16)",,,,"project44: raised $897.5M over ten rounds per Crunchbase data; Tracxn (Aug 31 2026) counts $912M over 8 rounds; PitchBook lists $818M with A.P. Moller Holding, AustralianSuper, Bluewater as investors; last priced round Nov 3 2022: $80M at $2.7B valuation (+12% vs Series F Jan 2022); EquityZen: FY2024 SaaS and total GAAP revenue growth over 30% YoY on expanded AI capabilities.",https://tracxn.com,2026-09-16
SJEV-WEB-CMP-002,web_competitor_updates,FourKites funding status,,,~$292M raised (Sacra) / $243M over 9 rounds (Tracxn Aug 2026); unicorn; last: $10M Series D ext. Sep 2022; $10M Mitsui Mar 2021,FACT,Sacra; Tracxn,2026-08-26,"Web research (z-ai web_search, verified 2026-09-16)",,,,FourKites raised approximately $292M across rounds (Sacra); Tracxn (Aug 26 2026) counts $243M over 9 funding rounds and labels it a unicorn; most recent funding was a $10M Series D extension (Sep 2022); Mitsui & Co. invested $10M for APAC expansion (Mar 2021); announced Global Premier Carrier List for 1H 2026.,https://sacra.com,2026-09-16
SJEV-WEB-CMP-003,web_competitor_updates,Everstream Analytics funding,,,"$74M (Tracxn, Morgan Stanley & StepStone) / $107M (PitchBook); Series B $50M Apr 2023",FACT,Tracxn; PitchBook; Everstream/Morgan Stanley,2026-07-04,"Web research (z-ai web_search, verified 2026-09-16)",,,,Everstream Analytics: Tracxn (Jul 4 2026) reports $74M raised from Morgan Stanley and StepStone Group with 135 active competitors (19 funded); PitchBook lists $107M total; the $50M Series B (Apr 4 2023) was co-led by Morgan Stanley IM's 1GT fund.,https://tracxn.com,2026-09-16
SJEV-WEB-CMP-004,web_competitor_updates,Altana AI valuation & funding,,,$200M Series C Jul 2024 @ $1B; total $343-344M (Tracxn/PitchBook) or $322M (Latka); est. ARR $37.5M,FACT,Crunchbase; Tracxn; PitchBook; GetLatka,2026-09-07,"Web research (z-ai web_search, verified 2026-09-16)",,,,Altana AI hit unicorn status with a $200M Series C (Jul 29 2024) valuing it at $1B; Tracxn (Aug 26 2026) reports $343M raised (investors incl. GV) at $1B valuation; PitchBook $344M; GetLatka estimates $37.5M ARR; trigger context: thousands of new trade restrictions over past three years.,https://builtin.com,2026-09-16
SJEV-WEB-CMP-005,web_competitor_updates,Interos funding & valuation,,,"~$310M total; $40M (Blue Owl + Structural, 2025); $20M (Jan 6 2026); $1B valuation; 50% ARR growth claim",FACT,technical.ly; Tracxn; PitchBook,2026-01-08,"Web research (z-ai web_search, verified 2026-09-16)",,,,"Interos.ai raised about $310 million including $40M from Blue Owl Capital and Structural Capital in 2025; a further $20M landed Jan 6 2026 (Tracxn Aug 2026: $224M tracked, latest valuation $1B); new-CEO coverage (Jul 2025) claims $1B+ valuation and 50% ARR growth; dossier's Interos figures (~$310m; $40m Oct 2024 + $20m Jan 2026) broadly corroborated with 2025/2026 date refinements.",https://technical.ly,2026-09-16
SJEV-WEB-CMP-006,web_competitor_updates,Black Kite platform & funding,,,"$22M Series B (Oct 2021); 20+ risk categories, 290 controls",FACT,Black Kite; Volition Capital,2021-10-13,"Web research (z-ai web_search, verified 2026-09-16)",,,,"Black Kite's third-party cyber risk rating platform scores vendors instantly using OSINT data (letter grades, 20+ risk categories, 290 controls); last disclosed round: $22M Series B led by Volition Capital (Oct 13 2021) - no newer round surfaced in 2025-2026 search.",https://blackkite.com,2026-09-16
SJEV-WEB-CMP-007,web_competitor_updates,Resilinc ownership & disruption index,,,Vista Endeavor Fund strategic investment (May 2023); disruptions +~40% in 2024,FACT,Resilinc; Vista Equity Partners,2026-05-06,"Web research (z-ai web_search, verified 2026-09-16)",,,,Resilinc secured a strategic growth investment from Vista Equity Partners' Endeavor Fund (May 8 2023); Resilinc's EventWatch data revealed a nearly 40% annual jump in supply chain disruptions for 2024 (press release re-promoted May 6 2026).,https://resilinc.ai,2026-09-16
SJEV-WEB-CMP-008,web_competitor_updates,Prewave funding,,,"$67.5M Series B (Jun 2024, EUR 63m); total $98M over 5 rounds; latest round Apr 2025",FACT,Ventech; Tracxn; supplychain247,2026-07-18,"Web research (z-ai web_search, verified 2026-09-16)",,,,"Prewave raised $67.5M Series B (announced Jun 25 2024; Vienna-based, AI supply-chain risk platform); Tracxn (Jul 18 2026) counts $98M total over 5 rounds with the latest round a Series B on Apr 2 2025; earlier EUR 11M Series A (Sep 2022, KOMPAS + Ventech co-led).",https://tracxn.com,2026-09-16
